# x_coor y_coor z_coor
0.000000	0.000000	10.000000
-1.042784	0.955275	9.899497
0.174407	-1.987279	9.798995
1.482800	1.934050	9.698492
-2.763975	-0.488908	9.597990
2.641066	-1.680030	9.497487
-0.887857	3.302784	9.396985
-1.698204	-3.269789	9.296482
3.690224	1.347664	9.195980
-3.841575	1.585746	9.095477
1.851893	-3.957388	8.994975
1.367841	4.360891	8.894472
-4.119177	-2.387147	8.793970
4.826758	-1.061149	8.693467
-2.941659	4.184208	8.592965
-0.678533	-5.236189	8.492462
4.158384	3.504690	8.391960
-5.585551	0.230980	8.291457
4.066251	-4.046463	8.190955
-0.271489	5.871190	8.090452
-3.852826	-4.616973	7.989950
6.089766	0.819369	7.889447
-5.148054	3.581882	7.788945
1.403443	-6.238446	7.688442
3.238292	5.651251	7.587940
-6.315015	-2.014662	7.487437
6.118889	-2.827082	7.386935
-2.644107	6.317959	7.286432
-2.353702	-6.543891	7.185930
6.246498	3.282984	7.085427
-6.919806	1.824039	6.984925
3.922649	-6.100620	6.884422
1.244407	7.240848	6.783920
-5.881085	-4.554643	6.683417
7.501930	-0.621520	6.582915
-5.170748	5.589427	6.482412
0.037557	-7.698689	6.381910
5.227937	5.763037	6.281407
-7.827524	-0.725453	6.180905
6.323935	-4.799641	6.080402
-1.434560	7.885610	5.979899
-4.308272	-6.846275	5.879397
7.870917	2.157092	5.778894
-7.323359	3.758227	5.678392
2.885160	-7.782223	5.577889
3.154525	7.749013	5.477387
-7.619117	-3.610842	5.376884
8.117636	-2.502754	5.276382
-4.326257	7.381990	5.175879
-1.809012	-8.424252	5.075377
7.072033	5.023641	4.974874
-8.664550	1.079846	4.874372
5.695421	-6.691214	4.773869
0.322187	8.834922	4.673367
-6.242255	-6.334285	4.572864
8.932490	0.456724	4.472362
-6.933253	5.728599	4.371859
1.249407	-8.955138	4.271357
5.154374	7.485746	4.170854
-8.901519	-2.048219	4.070352
7.985648	-4.524349	3.969849
-2.845428	8.771072	3.869347
-3.843879	-8.427361	3.768844
8.564020	3.633294	3.668342
-8.805865	3.118857	3.567839
4.404147	-8.281369	3.467337
2.355646	9.116763	3.366834
-7.924890	-5.150455	3.266332
9.356321	-1.561019	3.165829
-5.864911	7.497105	3.065327
-0.742088	-9.521508	2.964824
7.001256	6.540495	2.864322
-9.610021	-0.093764	2.763819
7.170547	-6.441273	2.663317
-0.938964	9.620308	2.562814
-5.821733	-7.748835	2.462312
9.551582	1.785816	2.361809
-8.269613	5.147815	2.261307
2.626586	-9.403828	2.160804
4.425245	8.727678	2.060302
-9.177801	-3.453571	1.959799
9.118423	-3.660243	1.859296
-4.259181	8.875022	1.758794
-2.859457	-9.437880	1.658291
8.497758	5.036011	1.557789
-9.682759	2.029900	1.457286
5.776916	-8.048998	1.356784
1.178876	9.850483	1.256281
-7.532431	-6.475080	1.155779
9.939208	-0.313915	1.055276
-7.124082	6.952400	0.954774
0.557308	-9.947845	0.854271
6.313865	7.717962	0.753769
-9.876071	-1.427045	0.653266
8.251280	-5.622351	0.552764
-2.287552	9.724329	0.452261
-4.883896	-8.719164	0.351759
9.493823	3.131165	0.251256
-9.117364	4.104991	0.150754
3.950378	-9.186511	0.050251
3.292514	9.442289	-0.050251
-8.805082	-4.737911	-0.150754
9.691048	-2.453664	-0.251256
-5.486786	8.352930	-0.351759
-1.595892	-9.861470	-0.452261
7.834120	6.190396	-0.552764
-9.952134	0.726824	-0.653266
6.842567	-7.253352	-0.753769
-0.145809	9.962377	-0.854271
-6.615907	-7.437619	-0.954774
9.892304	1.014252	-1.055276
-7.970424	5.927606	-1.155779
1.870800	-9.742785	-1.256281
5.194743	8.436456	-1.356784
-9.515448	-2.707872	-1.457286
8.831833	-4.424028	-1.557789
-3.518089	9.212661	-1.658291
-3.622520	-9.153360	-1.758794
8.837512	4.294345	-1.859296
-9.398556	2.797559	-1.959799
5.029878	-8.393776	-2.060302
1.956690	9.565683	-2.160804
-7.885882	-5.718336	-2.261307
9.653761	-1.107592	-2.361809
-6.353839	7.318863	-2.462312
-0.258001	-9.662578	-2.562814
6.698312	6.931043	-2.663317
-9.592696	-0.584368	-2.763819
7.445187	-6.030328	-2.864322
-1.411894	9.445442	-2.964824
-5.321450	-7.892145	-3.065327
9.222898	2.217132	-3.165829
-8.268466	4.578598	-3.266332
2.992881	-8.927883	-3.366834
3.809001	8.571411	-3.467337
-8.563922	-3.732259	-3.567839
8.798982	-3.020131	-3.668342
-4.428776	8.135217	-3.768844
-2.219622	-8.949941	-3.869347
7.646604	5.076392	-3.969849
-9.023827	1.415197	-4.070352
5.669584	-7.103505	-4.170854
0.614593	9.020964	-4.271357
-6.511882	-6.203405	-4.371859
8.942456	0.174518	-4.472362
-6.673530	5.878172	-4.572864
0.944606	-8.790186	-4.673367
5.209230	7.076305	-4.773869
-8.566793	-1.688360	-4.874372
7.408787	-4.512260	-4.974874
-2.398758	8.275658	-5.075377
-3.794748	-7.668778	-5.175879
7.920868	3.069143	-5.276382
-7.854848	3.064388	-5.376884
3.693288	-7.507187	-5.477387
2.329009	7.966358	-5.577889
-7.040008	-4.265460	-5.678392
8.003473	-1.596498	-5.778894
-4.780481	6.525312	-5.879397
-0.874730	-7.967161	-5.979899
5.969611	5.233780	-6.080402
-7.859199	0.171487	-6.180905
5.621443	-5.379899	-6.281407
-0.505608	7.682161	-6.381910
-4.763585	-5.940252	-6.482412
7.439399	1.149163	-6.582915
-6.187723	4.128441	-6.683417
1.752082	-7.135029	-6.783920
3.482535	6.362129	-6.884422
-6.773899	-2.307623	-6.984925
6.462521	-2.834173	-7.085427
-2.809449	6.361557	-7.185930
-2.191847	-6.488737	-7.286432
5.904222	3.251670	-7.386935
-6.441400	1.564178	-7.487437
3.628868	-5.408742	-7.587940
0.959883	6.321905	-7.688442
-4.882561	-3.936107	-7.788945
6.132395	-0.387752	-7.889447
-4.168913	4.333690	-7.989950
0.143346	-5.875716	-8.090452
3.770681	4.323219	-8.190955
-5.555344	-0.624414	-8.291457
4.395248	-3.202624	-8.391960
-1.046207	5.175281	-8.492462
-2.639174	-4.381291	-8.592965
4.739879	1.398989	-8.693467
-4.277307	2.090631	-8.793970
1.672054	-4.253539	-8.894472
1.568123	4.078164	-8.994975
-3.720146	-1.852784	-9.095477
3.776097	-1.083996	-9.195980
-1.924627	3.141851	-9.296482
-0.652665	-3.357187	-9.396985
2.515977	1.862148	-9.497487
-2.791578	0.292718	-9.597990
1.615535	-1.824634	-9.698492
0.033789	1.994632	-9.798995
-0.972800	-1.026455	-9.899497
0.000000	0.000000	-10.000000
